"['phenomen', 'plain', 'mozzerella', 'slice', 'chees', 'fresh']",fresh mozzerella;plain cheese;cheese slice;,fresh slices;slices are;plain slice;
"['curri', 'everi', 'liter', 'tri', 'row', 'restaur']",,i tried;restaurant tried;
"['overal', 'cost', 'terribl', 'food', 'avoid', 'say', 'would']",say avoid;,food is;i have;
"['th', 'number', 'rd', 'sushi', 'monster', 'st', 'twice', 'one', 'time']",,i been;46th st;23rd st;
"['get', 'work', 'unfortun', 'food', 'someth']",,food was;not was;
"['open', 'expect', 'cabbi', 'pakistani', 'line', 'surprisingli', 'cater', 'food', 'crosbi', 'st', 'constantli', 'e', 'fresh', 'turnov']",constantly open;crosby st.;more turnover;surprisingly fresh;,it 's;pakistani cabbies;more turnover;you expect;
"['mash', 'garlic', 'mignon', 'filet']",filet mignon;garlic mash;,i had;mignon had;garlic mash;
"['pm', 'creme', 'pre', 'menu', 'marvel', 'frite', 'tomato', 'chevr', 'theater', 'steak', 'soup', 'brule', 'roast', 'go', 'specif']",i went;pre-theater menu;roasted tomato;,i went;pre theater;roasted soup;it was;
"['polit', 'help', 'waitstaff', 'attent', 'impress', 'quarter', 'close', 'feat']",impressive feat;such close;close quarters;,waitstaff were;impressive feat;such quarters;close quarters;
"['leav', 'go', 'insid', 'want']",n't want;,you want;n't want;
"['get', 'everi', 'bring', 'love', 'chanc', 'friend']",bringing friends;,i loving;friends bringing;i do;chance do;i get;
"['warn', 'salad', 'actual', 'tasti', 'bread', 'want', 'peter', 'cold', 'margarit', 'begin', 'make', 'howev', 'like', 'babi', 'prosciutto', 'delici', 'favourit', 'person', 'come', 'pizza', 'super', 'arugula', 'top', 'size']",super tasty;personal sizes;however be;favourite pizza;margarite pizza;cold prosciutto;,bread is;you want;more want;pizza is;personal sizes;favourite pizza;pizza is;cold prosciutto;
"['price', 'felt', 'worth', 'ye', 'high']",,prices are;i felt;it was;
"['palat', 'keep', 'larg', 'bruschetta', 'panini', 'select', 'stagnat', 'tramezzini']",large selection;,large selection;selection keep;tramezzinis keep;palate keep;
"['way', 'busi', 'diner', 'despit', 'help', 'fact', 'lot', 'often', 'go', 'alway', 'waiter', 'find']",always found;often busy;,waiters go;they are;
"['burn', 'realli', 'heavi', 'cuisin', 'genuin', 'old', 'classic', 'life', 'out', 'indian', 'innov', 'new', 'fare', 'tasti', 'without', 'restaur', 'give', 'chef', 'dish']",n't classical;classical restaurant;new life;old cuisine;really innovative;tasty dishes;genuinely indian;same old;old restaurant;,this is;n't is;classical fare;chef given;new life;life given;old cuisine;innovative dishes;that are;heavy outs;old outs;
"['owner', 'truli', 'cater', 'need']",,owner caters;
"['real', 'busi', 'take', 'food', 'pride']",real pride;,he takes;real pride;pride takes;
"['street', 'point', 'visit', 'everi', 'restaur', 'saul', 'smith', 'make', 'new', 'york', 'time']",new york;visit restaurant;smith street;,new york;i make;it point;saul visit;smith street;
"['boyfriend', 'night', 'magnific', 'celebr', 'birthday', 'say', 'go']",i went;other night;,boyfriend went;birthday celebrate;other night;all is;i say;it was;
"['montparnass', 'prix', 'want', 'pre', 'earli', 'fix', 'theater', 'enjoy', 'meal', 'go', 'nice']",enjoyable meal;pre-theater prix-fixe;,you want;nice meal;enjoyable meal;meal want;
"['wine', 'provid', 'year', 'qualiti', 'food', 'din', 'alway', 'experi', 'pleasur']",always provided;pleasurable dining;,it provided;pleasurable experience;experience provided;
"['back', 'tho', 'go', 'would']",,i go;
"['dish', 'noodl', 'pick', 'menu', 'touch', 'help', 'photobook', 'certainli', 'chicken', 'fri', 'pork', 'cute', 'chop', 'order', 'group']",cute touch;certainly helped;fried chicken;noodle dishes;,menu was;cute touch;group helped;i pick;fried chicken;chicken pick;that ordered;we ordered;
"['leav', 'larg', 'noth', 'peopl', 'two']",too large;,nothing left;
"['better', 'citi', 'indian', 'food', 'cannot', 'imagin']",not imagine;better indian;indian food;,i imagine;not imagine;better food;indian food;food imagine;
"['booth', 'get', 'tabl', 'great', 'corner', 'privaci', 'date', 'close', 'tri', 'littl', 'sit', 'romant', 'place']",great romantic;romantic place;little privacy;,great place;romantic place;place try;table get;little privacy;
"['surpris', 'pleasant']",pleasant surprise;,pleasant surprise;
"['open', 'busi', 'elsewher', 'manag', 'tell', 'take', 'face', 'sandwich', 'ask', 'basic', 'chees']",open faced;cheese sandwich;basically told;,i asked;open faced;faced sandwich;me told;business take;
"['nois', 'chart', 'mind', 'hous', 'go']",n't mind;then go;,you mind;n't mind;noise go;
"['home', 'us', 'back', 'get']",,we got;most got;
"['pm', 'get']",,
"['well', 'good', 'bread']",very good;good breads;as well;,good breads;
"['real', 'naan', 'ask', 'happen']",just ask;real naan;,this happens;real naan;
"['half', 'recent', 'visit', 'price', 'fan', 'night', 'option', 'saturday', 'squid', 'ined']",were fans;inedible squid;recent visit;,we were;half price;inedible squid;recent visit;
"['realli', 'would', 'yo', 'inch', 'tri', 'away', 'say', 'care', 'sittingnext']",really do;n't care;,yo care;n't care;who is;which is;i say;it try;
"['pasta', 'pizza', 'homemad', 'terrif']",homemade pasta;,pizza is;homemade pasta;
"['neighborhood', 'definit', 'favorit']",,
"['wonder', 'point', 'money', 'ofr', 'valu', 'stand', 'especi', 'place']",wonderful place;stand points;value ofr;ofr money;,this is;wonderful place;stand points;money value;
"['first', 'even', 'friend', 'encount', 'friday', 'one', 'happen']",first encounter;,first encounter;encounter happened;
"['exampl', 'mushroom', 'dollar', 'soup', 'oz']",,example is;which was;
"['realli', 'big', 'five', 'exactli', 'deal', 'servic', 'that', 'star']",not exactly;not really;big deal;,service is;not is;that s;not s;big deal;
"['wait', 'peopl']",other people;,other people;
"['tast', 'delici', 'sensat', 'chocol', 'incred', 'delight', 'mint', 'begin', 'rasberri', 'sorbet', 'scallop', 'appet', 'souffl']",beginning appetizers;delicious chocolate;rasberry mint;,appetizers beginning;scallops were;delicious chocolate;sorbet rasberry;we delighted;
"['ou', 'restaur', 'tri', 'must']",,ou try;restaurant try;
"['never', 'leav', 'return']",,we left;never return;
"['tapa', 'japanes', 'consist', 'good']",consistently good;good japanese;japanese tapas;,good tapas;japanese tapas;
"['week', 'restaur', 'apolog']",restaurant week;,
"['rice', 'good', 'seawe', 'everyth', 'amaz', 'fish', 'absolut']",absolutely amazing;,goodness was;
"['nyc', 'start', 'restaur', 'iffi', 'know', 'indian', 'favorit', 'littl', 'one', 'place']",little iffy;favorite indian;indian restaurants;,place started;little iffy;iffy started;favorite restaurants;indian restaurants;i 'm;i know;
"['week', 'also', 'great', 'job', 'restaur']",also do;great job;,they do;great job;job do;
"['recent', 'meet', 'woman', 'go', 'restaur']",i went;i met;,i went;that met;i met;
"['sausag', 'cream', 'biscuit', 'best', 'sardin', 'offer', 'shrimp', 'larg', 'whole', 'uniqu', 'freshest', 'pistachio', 'lamb', 'ice', 'tasti', 'amaz', 'ever', 'fresh', 'dish']",very tasty;large whole;whole shrimp;amazing pistachio;freshest i;ever had;,dishes were;unique tasty;large shrimp;whole shrimp;amazing cream;pistachio cream;i had;
"['line', 'aforement']",aforementioned line;,this is;aforementioned line;line was;
"['food', 'moder', 'reliabl', 'price']",,food is;price is;
"['marri', 'tell', 'courdoroy', 'frat', 'arent', 'student', 'strang', 'asid', 'beard', 'blazer', 'yet', 'black', 'need', 'understand', 'type', 'cant', 'professor', 'bitter', 'nyu', 'mix', 'see', 'week', 'hipster', 'boy', 'cougar', 'sleep', 'smith']",courdoroy blazer;nyu student;strange mix;smith types;bitter cougars;,bearded type;nyu student;he sleeping;you see;strange mix;mix see;frat boys;types smith;who need;they are;black cougars;bitter cougars;who understand;they are;
"['ambianc', 'better', 'great', 'servic', 'lot', 'atmospher', 'food', 'could']",,ambiance were;food been;
"['weekend', 'leav', 'satisfi', 'extrem', 'go', 'alway', 'full']",always go;extremely full;,we go;
"['dont', 'still', 'run', 'place']",still running;,i do;place running;
"['realli', 'server', 'drink', 'us', 'food', 'cool', 'smile', 'serv']",really cool;,server was;us served;food served;
"['street', 'stumbl', 'block', 'search', 'food', 'indian', 'sixth', 'east', 'restaur']",indian restaurants;east sixth;sixth street;,we were;indian restaurants;east street;sixth street;
"['great', 'hit', 'usual', 'sushi', 'food', 'excel', 'thai', 'thailand', 'planet', 'go', 'alway']",always been;i go;there usually;,thailand been;i go;which is;thai food;food is;
"['truli', 'point', 'short', 'excit', 'jason', 'move', 'track', 'low', 'hear', 'sterl', 'record', 'chef', 'naron', 'term']",very excited;short-term chef;truly was;low point;,short term;narone moved;he was;low point;sterling record;
"['excel', 'experi']",excellent experience;,excellent experience;
"['stop', 'trip', 'citi', 'worth', 'well', 'downtown', 'close', 'subway', 'hall']",downtown subway;,
"['unattent', 'share', 'kid', 'servic', 'loud', 'tabl', 'rude', 'group']",loud group;,i had;table share;loud group;service was;
"['could', 'want']",,more want;you want;
"['type', 'eat', 'person', 'go', 'entertain', 'great', 'like', 'scar', 'place']",great place;,you are;who likes;this is;great place;
"['wrong', 'go', 'see']",n't see;,i see;n't see;you go;
"['good', 'skimp', 'pizza', 'tomato', 'garlic', 'sooo', 'fresh', 'sauc']",sooo good;fresh tomatoes;n't skimp;,sauce sooo;garlic tomatoes;they skimp;n't skimp;
"['outdoor', 'recent', 'delight', 'sinc', 'yorki', 'tri', 'locat', 'perfect', 'seat', 'decid']",recently decided;outdoor seating;,we decided;location try;they have;outdoor seating;seating have;perfect seating;i had;yorkie had;
"['mesclun', 'husband', 'enjoy', 'cours', 'ice', 'cream', 'salmon']",,husband had;mesclun had;he enjoyed;courses enjoyed;
"['pm', 'problem', 'minut', 'tell', 'twenti', 'wait', 'call', 'would', 'curtain']",,we told;wait was;
"['good', 'relax', 'certainli', 'usual', 'food', 'go', 'place']",usually good;certainly is;relaxing place;,food is;it is;n't is;relaxing place;
"['open', 'tell', 'hr', 'good']",,i told;it is;open 24hrs;which is;
"['wonder', 'great', 'staff', 'bistro', 'super', 'fabul', 'jazz', 'knowledg', 'chilaquil', 'awesom', 'fare', 'live', 'brunch', 'friendli']",knowledgable staff;fabulous bistro;wonderful jazz;great live;live jazz;,friendly staff;fabulous fare;bistro fare;wonderful brunch;great jazz;live jazz;chilaquiles were;
"['fantast', 'price']",,prices were;
"['great', 'place']",great place;,great place;
"['bill', 'pour', 'liquer', 'set', 'still', 'courtesey', 'hous', 'measur', 'quibbl']",pour-your-own measures;were courtesey;,quibbles were;pour measures;own pour;which were;
"['industri', 'busi', 'work', 'also', 'attent', 'servic', 'could', 'someon', 'littl', 'understand', 'tabl']",little more;more attentive;also works;,service been;who works;i understood;they were;
"['mind', 'food', 'thai', 'never', 'blow']",not mind-blowing;never is;,it 's;not 's;thai food;food is;never is;never be;
"['melt', 'wish', 'good', 'though', 'well', 'experi', 'bite', 'fat', 'food', 'mouth', 'tri', 'budget', 'roast', 'longer', 'select', 'order', 'consid', 'belli', 'pork']",very good;i wish;melt-in-your-mouth experience;,food was;we tried;selection tried;i wish;belly roasted;that ordered;i ordered;fat was;melt experience;
"['although', 'anoth', 'night', 'cheesi', 'super', 'less', 'go', 'one']",super cheesy;less cheesy;,we went;it was;super cheesy;it was;less cheesy;
"['yell', 'though', 'talk', 'loud', 'even', 'littl']",little loud;n't have;,it is;you have;n't have;
"['good', 'sapphir', 'fine', 'food', 'twice', 'time']",sapphire twice;not good;,i been;food was;not if;
"['togeth', 'dinner', 'still', 'nice', 'close', 'enjoy', 'nosiy', 'beauti', 'kinda', 'tabl', 'place']",kinda nosiy;beautiful place;nice dinner;,it is;it 's;beautiful place;nice dinner;dinner enjoy;
"['surprisingli', 'disappoint']",surprisingly disappointed;,
"['tast', 'good', 'pizza', 'love', 'cheap', 'fact']",so good;so cheap;,i love;fact love;pizza tastes;
"['nose', 'treat', 'nicki', 'bar']",,nose is;
"['work', 'foo', 'go', 'rubi', 'group']",i went;ruby foo;,i went;foo ruby;
"['yet', 'amaz', 'kick', 'place']",n't been;,i 'm;we kicked;n't kicked;
"['great', 'prompt', 'servic', 'friendli']",,service was;
"['delici', 'eat', 'realli', 'oil', 'dress', 'lemon', 'virgnin', 'oliv', 'salad', 'lamb', 'chop', 'extra', 'nice']",n't eat;as delicious;really nice;nice dressed;extra virgnin;virgnin olive;olive oil;,i eat;n't eat;chop eat;delicious chop;salads are;
"['aw', 'sushi']",,sushi was;
"['katz', 'year', 'origin', 'nyc']",nyc original;,katz been;nyc original;
"['dainti', 'avenu', 'get', 'cost', 'mani', 'one', 'indian', 'lexington', 'excel', 'meal', 'restaur', 'nearbi', 'dish']",excellent meal;many indian;indian restaurants;nearby lexington;,you get;excellent meal;meal get;many restaurants;indian restaurants;nearby lexington;lexington avenue;dishes get;
"['beer', 'buttah', 'ici', 'cold', 'wash', 'sandwich', 'pastrami', 'pickl', 'like', 'experi', 'pleasur']",pleasurable experience;,sandwich was;cold beer;it wash;it was;pleasurable experience;
"['mushroom', 'fornini', 'oil', 'plain', 'nothingon', 'creativ', 'gener', 'wild', 'pizza', 'third', 'truffl', 'middl', 'soggi', 'rest', 'make', 'drench']",creative wild;wild mushroom;third generation-fornini;truffle oil;again making;,plain pizza;pizza was;creative pizza;wild pizza;mushroom(third fornini;pizza drenched;we had;truffle oil;it soggy;rest nothingon;
"['omellet', 'good', 'late', 'varieti', 'nite']",late nite;not good;,late nite;omelletes are;not are;
"['well', 'everyth', 'portion', 'thai', 'tasti', 'sala']",sala thai;,everything is;
"['complain', 'small', 'tip']",small tip;,they complained;small tip;
"['lunch', 'pick', 'great', 'dinner', 'cheap', 'place']",great place;cheap lunch;,it 's;great place;cheap lunch;lunch pick;
"['counter', 'behind', 'two', 'squeez', 'men']",,men squeezed;
"['great', 'find']",great find;,great find;
"['deliv', 'mint', 'make']",,they delivered;they make;mint make;
"['great', 'fix', 'servic', 'sushi', 'need', 'qualiti', 'whenev', 'mizu', 'fish']",sushi fix;great service;,you need;fix need;mizu be;great service;
"['overbear', 'sweet', 'accomod', 'waitress']",not overbearing;,waitress was;not overbearing;
"['wife', 'sigh', 'mani', 'though', 'empti', 'could', 'even', 'wait', 'reserv', 'go', 'see', 'tabl']",there many;,we had;you see;many see;that were;not reservation;
"['realli', 'eat', 'everyon', 'want', 'disappoint', 'tell', 'take', 'food', 'even', 'ant', 'go']",really disappointed;disappointed ant;tell everyone;go eat;even take;,i was;disappointed ant;ant wanted;everyone tell;not go;food take;
"['wonder', 'websit', 'disappoint', 'rat', 'realiti', 'make', 'place', 'look']",look wonderful;very disappointing;,website makes;place look;it was;
"['prepar', 'work', 'menu', 'despit', 'slightli', 'do', 'everyth', 'food', 'art', 'perfect', 'fresh', 'limit', 'ultra']",slightly limited;limited menu;ultra fresh;,limited menu;everything done;
"['watch', 'th', 'avenu', 'wonder', 'go', 'atmospher', 'even', 'away', 'feet', 'cool', 'sidewalk', 'sit', 'outdoor', 'world']",cool evening;,outdoor atmosphere;atmosphere was;world go;6th avenue;cool evening;
"['top', 'larg']",large is;,large is;toppings are;
"['sure', 'event', 'part', 'town', 'place', 'stop']",,this is;i be;i 'm;
"['back', 'go', 'definit']",n't go;,i go;n't go;
"['buck', 'worth']",not worth;,it is;not is;
"['pick', 'restaur', 'pizza', 'anywher', 'oven', 'galleri', 'brick', 'best']",best pizza;,oven gallery;gallery is;best restaurant;
"['price', 'great', 'servic', 'reason', 'begin', 'food', 'even', 'add']",great service;great food;reasonable price;great evening;,great service;great food;reasonable price;you have;yourself have;beginning have;great evening;
"['aunthent', 'mani', 'authent', 'peopl', 'quit', 'arent', 'food', 'seem', 'thai', 'nyc', 'like', 'place', 'may']",many people;not seem;aunthentic thai;most places;nyc arent;quite authentic;,many people;this seem;not seem;aunthentic food;thai food;most places;places are;
"['eat', 'bagel', 'share', 'ny', 'grow']",,i eaten;share eaten;
"['bill', 'oh', 'start', 'even', 'expens', 'let']",n't even;even let;,n't let;me start;bills were;
"['two', 'thumb', 'hearti']",,hearty thumbs;
"['dumpl', 'noth', 'scallion', 'fri', 'pancak', 'ordinari']",fried dumplings;were nothing;,scallion pancakes;fried dumplings;
"['delici', 'water', 'pasta', 'fabul', 'steak', 'salad', 'mouth', 'appet']",mouth watering;,appetizers were;steak was;pasta was;
"['three', 'undercook', 'actual', 'order', 'one', 'give', 'twice', 'restaur', 'tabl', 'bill', 'rest', 'seat', 'time', 'receiv', 'promis', 'minut', 'besid', 'patron', 'charg', 'serv', 'dish']",other restaurant;restaurant patrons;actually seated;served dishes;n't ordered;,table having;we promised;other patrons;we seated;we served;dishes served;we ordered;n't ordered;one received;rest served;order undercooked;45 charged;more 45;we been;
"['top', 'notch', 'servic']",top notch;,service is;top notch;
"['food', 'inconsist']",now is;,food is;
"['pretti', 'good']",pretty good;,
"['dumpl', 'also', 'kind', 'etc', 'special', 'order']",also special;special order;,you order;special order;kind order;
"['guy', 'rock']",guys rock;,
"['joke', 'chanc']",,chance is;
"['fondu', 'pretti', 'much', 'appet', 'full']",pretty much;much full;fondue appetizer;,i was;
"['request', 'care', 'spice', 'extra']",extra spice;,you request;extra spice;spice request;
"['salad', 'eater', 'octopu', 'floor']",,eaters floored;
"['msg', 'cook', 'food', 'think', 'much', 'place', 'use']",too much;,we thought;place using;much using;
"['last', 'rao', 'wed']",last wed;,i was;last d;we d;
"['pathet', 'kha', 'soup', 'tom']",kha soup;,tom soup;soup was;
"['big', 'beer', 'enough', 'start', 'two', 'bombay']",,i started;which was;
"['semi', 'sever', 'privat', 'great', 'side', 'date', 'hall', 'decor', 'both', 'vibrant', 'din', 'pleas', 'right', 'eye']",several semi-private;semi-private boths;right side;dining hall;,decor is;several boths;private boths;right side;which are;
"['quick', 'servic']",,service was;
"['peopl', 'away', 'turn', 'tend']",turn people;,people turn;
"['like', 'prelud', 'even', 'think']",,we thought;this prelude;evening be;
"['back', 'sinc', 'fellow', 'mine', 'ever', 'friend', 'turn', 'regularli', 'go', 'restaur', 'foodi']",fellow foodie;back regularly;regularly ever;,i turned;fellow friend;foodie friend;
"['toast', 'servic', 'drawback', 'slow']",n't toast;,service is;they toast;n't toast;
"['go', 'lunch', 'offic']",,
"['disappoint', 'year', 'heartland', 'breweri', 'never']",never been;,i doing;all doing;i been;never been;
"['get', 'go', 'anoth', 'zucchero', 'ue', 'tri', 'angri', 'everytim', 'decid', 'pomodori', 'place']",i get;n't just;just go;,i decide;place try;i get;i go;n't go;
"['sweet', 'chettinad', 'rasamalai', 'garlic', 'excel', 'naan', 'lamb', 'lassi', 'forgett']",sweet lassi;lamb chettinad;garlic naan;,sweet lassi;lassi was;chettinad was;garlic naan;rasamalai was;
"['return', 'fare', 'remain', 'year', 'classic', 'bistro', 'food', 'around', 'york', 'new', 'lyle', 'follow', 'innov', 'make', 'us', 'chef']",following chef;new york;,we following;food following;new york;remaining classic;innovations made;bistro fare;us return;
"['tast', 'lambchop', 'thing', 'best']",best thing;,best thing;thing were;i tasted;
['delici'],,it 's;
"['spici', 'tuna', 'salmon', 'ever', 'best']",ever had;,spicy tuna;tuna are;we had;
"['seafood', 'good', 'price', 'though', 'even', 'high']",good seafood;too high;,good seafood;prices are;
"['good', 'price', 'addit', 'reason', 'food']",very good;,food is;prices are;
"['steven', 'way', 'frederick', 'enter', 'graciou', 'upon', 'owner', 'greet', 'go', 'host']",gracious hosts;,we greeted;who went;gracious hosts;
"['live', 'bother', 'outsid', 'neighborhood']",n't bother;,you live;n't bother;
"['open', 'decreas', 'sinc', 'valu', 'qualiti', 'consider', 'go', 'see']",,it opened;decrease seen;
"['choic', 'number', 'although', 'vegetarian', 'adorn', 'larg', 'friendli', 'still', 'meat', 'select', 'dish']",now adorn;large number;vegetarian-friendly choices;,dishes adorn;selections adorn;large number;friendly choices;
"['anyth', 'never', 'like']",never had;had anything;,i had;never had;anything had;i like;n't like;
"['price', 'reason']",reasonable prices;,reasonable prices;
"['notch', 'dessert', 'tabl', 'bring', 'servic', 'offerng', 'celebr', 'bouch', 'us', 'amus', 'give', 'small', 'complementari']",bring service;offerng complementary;complementary amuse;small dessert;,they bring;service bring;notch bring;offerng bouche;complementary amuse;small dessert;dessert gave;
"['crunchi', 'tri', 'tuna', 'die']",,crunchy tuna;tuna try;it is;
"['come', 'also', 'wouldnt', 'food', 'bank', 'break', 'back']",n't break;also wouldnt;,it break;n't break;bank break;i come;
"['restaur', 'becom', 'instantli', 'citi', 'midtown', 'sushi', 'gem', 'favorit', 'one']",midtown gem;instantly became;favorite sushi;,midtown gem;gem became;favorite restaurants;
"['joya', 'twice', 'go', 'never']",never go;,i been;i go;never go;
"['unnecessari', 'us', 'absolut', 'rush']",so rushing;absolutely unnecessary;,us rushing;
"['town', 'restaur', 'taiwanes', 'howev']",only taiwanese;taiwanese restaurant;,it is;only restaurant;taiwanese restaurant;
"['type', 'kind', 'entertain', 'disney', 'lot', 'special', 'live', 'effect', 'fun']",live entertainment;type special;special effects;,it is;live entertainment;special effects;
"['look', 'interest', 'combin', 'gari', 'side', 'sushi', 'tri', 'perfect', 'east', 'go', 'tradit']",perfect traditional;traditional sushi;interesting combinations;try sushi;east side;,you looking;perfect sushi;traditional sushi;you looking;interesting combinations;sushi try;
"['fountain', 'though', 'drink', 'refil']",,
"['choos', 'beer', 'wow']",,
"['care', 'portion', 'huge']",,they 're;
"['bet', 'tartar', 'great', 'fix', 'steak', 'tabl']",great bet;,tartare is;great bet;they fix;it fix;
"['first', 'apt', 'big', 'crab', 'chang', 'without', 'deal', 'croquett', 'make', 'like', 'order', 'happi', 'happen', 'time']",first time;i happened;big deal;,first time;i happened;not to;that ordered;i ordered;they were;it change;big deal;deal making;
"['great', 'entertain', 'larg', 'celebr', 'super', 'waiter', 'even', 'happi', 'group']",large groups;super happy;happy waiter;,large groups;happy waiter;waiter was;entertainment was;
"['wine', 'mention']",i mention;,i mention;wine mention;
"['wine', 'wednesday', 'night', 'plu', 'unlimit', 'hous']",wednesday nights;,wine is;
"['brooklyn', 'far', 'restaur', 'favorit']",favorite restaurant;,it is;favorite restaurant;
"['crowd', 'person', 'next', 'talk', 'loud', 'even']",so crowded;n't even;even talk;person next;,it 's;you talk;n't talk;
"['pizza', 'love']",love pizza;,
"['good', 'believ', 'everyth', 'indian', 'friend', 'even', 'tasti']",indian friend;n't believe;tasty everything;,indian friend;friend believe;n't believe;everything was;
"['nyc', 'haru', 'england', 'best']",i 'm;best i;,i 'm;i had;
"['case', 'less']",= more;,
"['trap', 'foo', 'tourist', 'rubi']",,foo is;
"['impress', 'coupl', 'time']",not been;,i been;not impressed;
"['mani', 'never', 'disappoint', 'time']",many time;never been;,i been;many time;never been;
"['ciao', 'bella']",,bella ciao;
"['dowtown', 'bread', 'come', 'bakeri', 'manhathan', 'special', 'say', 'buy', 'like', 'see']",special bakery;dowtown manhathan;,bread comes;special bakery;we seen;buying seen;it dowtown;
"['dim', 'sum', 'use', 'bite', 'larger', 'serv']",here are;bit larger;,dim servings;servings are;i used;
"['big', 'manag', 'glass', 'rid', 'chang', 'great', 'door', 'replac', 'summer', 'seem', 'howev', 'dark', 'getup', 'front', 'romant']",great big;big door;dark romantic;romantic getup;,it seems;management changed;great door;big door;door replaced;itself ridding;dark getup;romantic getup;
"['meal', 'go', 'good', 'place']",n't go;good meal;,we go;n't go;good meal;
"['street', 'rest', 'compar', 'much', 'grow', 'restaur']",much more;more grown;,it 's;grown restaurant;
"['rub', 'textur', 'moist', 'much', 'bland', 'enhanc', 'yet', 'codfish', 'fabul', 'howev', 'let', 'curious', 'overwhelm', 'might', 'herb', 'gorgeous', 'poach', 'do', 'barbecu', 'mix', 'sauc', 'spice', 'season', 'would']",barbecued codfish;gorgeously moist;fabulous texture;however herb;herb mix;other sauce;,barbecued codfish;codfish was;fabulous texture;texture let;rub overwhelmed;other sauce;much done;
"['moment', 'sinc', 'attitud', 'restaur', 'step', 'treat', 'ever']",,we treated;we stepped;
"['biggest', 'floor', 'see', 'dinner', 'take', 'date', 'huge', 'danc', 'ny', 'probabl', 'one']",huge dance;,date take;huge floor;you see;
"['offer', 'great', 'gret', 'valu', 'food', 'mahal', 'taj']",gret value;great food;,taj offeres;mahal offeres;value offeres;great food;
"['owner', 'chef', 'chang']",,chef changed;
"['recent', 'satisfi', 'earli', 'boyfriend', 'dinner', 'artisan', 'experi']",recently had;early dinner;,boyfriend had;early dinner;dinner had;artisanal dinner;
"['love', 'place', 'absolut']",absolutely loved;,i loved;place loved;
"['eat', 'wish', 'possibl', 'often', 'live', 'would', 'place']",i wish;wish i;as often;,i wish;i lived;i eat;possible as;
"['hurt', 'like', 'baco', 'late', 'hard', 'take', 'ever', 'either', 'sandwich', 'almost', 'fri', 'turn', 'matter', 'nite', 'morn', 'place', 'order', 'bacon', 'platter', 'molar']",n't ever;hard almost;,n't order;bacon turns;n't from;take place;it is;molars hurt;
"['get', 'pay', 'outstand', 'bagel']",outstanding bagels;,outstanding bagels;you get;you pay;
"['crust', 'tast', 'freshli', 'bake', 'bread', 'pizza', 'addit', 'nyc', 'top', 'like', 'best']",only pizza;not have;additional toppings;crust tastes;freshly baked;baked bread;,only pizza;that have;not have;additional toppings;toppings have;crust tastes;best bread;baked bread;
"['anoth', 'worth', 'search', 'town', 'place']",worth searching;,you 're;it 's;
"['joint', 'far', 'variou', 'slice', 'around', 'tri', 'one', 'villag', 'best']",various slice;best one;,i tried;various joints;joints tried;this is;best one;
"['night', 'spot', 'warm', 'cold', 'perfect', 'find']",cold night;perfect spot;,i found;it found;cold night;perfect spot;spot warm;
"['american', 'chines', 'menu', 'section', 'food', 'even', 'call']",even have;american chinese;chinese food;,they have;section have;american food;chinese food;
"['prepar', 'exel', 'attent', 'warm', 'servic', 'carpaachio', 'huge', 'portion', 'pasta', 'well', 'beef', 'fresh']",huge portion;,service was;carpaachio was;huge portion;pasta was;
"['togeth', 'kalbi', 'work', 'nebbiolo']",nebbiolo do;,kalbi work;
"['italian', 'mean', 'alot', 'food', 'ever', 'best']",best italian;italian food;ever had;means alot;,best food;italian food;i had;that means;alot means;
"['wonder', 'italian', 'recommend', 'food', 'friend', 'scopa', 'go', 'place']",recommend scopa;wonderful italian;italian food;,i recommend;scopa recommend;wonderful food;italian food;
"['block', 'end', 'locat', 'magnific']",magnificent block;,magnificent block;
"['effort', 'money', 'worth', 'least', 'say', 'restaur', 'time']",,restaurant is;not is;least say;
"['real', 'look', 'see', 'yorker', 'clubhous', 'fabul', 'around', 'enjoy', 'new', 'tri', 'room', 'meal', 'restaur', 'saw', 'full']",room full;new yorkers;real meal;real restaurant;fabulous trying;,i saw;room saw;full room;new yorkers;real meal;meal enjoying;real restaurant;not restaurant;fabulous trying;
"['good', 'guy', 'keep', 'work']",good work;,good guys;guys keep;
"['hurley', 'terrif']",,hurley is;
"['walk', 'dim', 'sum', 'around', 'tray']",n't walk;,they walk;n't walk;dim sum;
"['sister', 'take', 'even', 'attend', 'show', 'one']",here before;before attending;,sister took;show attending;
"['see', 'great', 'bartend', 'bar', 'gorgeou', 'blond', 'ladi', 'ever', 'specif']",great bar;most gorgeous;gorgeous bartenders;ever seen;,great bar;gorgeous bartenders;you seen;blond lady;
"['bill', 'get', 'waitress', 'dessert', 'chanc', 'plan', 'us', 'basic', 'order']",,we planning;dessert get;we had;chance had;
['realli'],,
"['realli', 'cheff', 'inov', 'touch', 'love', 'differ', 'food', 'give']",really loved;inovated touch;,i loved;different touch;touch loved;that 's;cheff gives;
"['yet', 'friend', 'arriv']",not arrived;,friends arrived;not arrived;
"['come', 'cook', 'exist', 'almost', 'non', 'chees']",almost non;non existant;,they came;cheese was;non existant;
